GENEID,x60A3,x60A4,x60A5,x60A6,x60A7,x60A8,x60A9,x60A10,x60A11,x60B3,x60B4,x60B5,x60B6,x60B7,x60B8,x60B9,x60B10,x60B11,x60C3,x60C4,x60C5,x60C6,x60C7,x60C8,x60C9,x60C10,x60C11,x60D3,x60D4,x60D5,x60D6,x60D7,x60D8,x60D9,x60D10,x60D11,x60E3,x60E4,x60E5,x60E6,x60E7,x60E8,x60E9,x60E10,x60E11,x64A3,x64A4,x64A5,x64A6,x64A7,x64A8,x64A9,x64A10,x64A11,x64B3,x64B4,x64B5,x64B6,x64B7,x64B8,x64B9,x64B10,x64B11,x64C3,x64C4,x64C5,x64C6,x64C7,x64C8,x64C9,x64C10,x64C11,x64D3,x64D4,x64D5,x64D6,x64D7,x64D8,x64D9,x64D10,x64D11,x64E3,x64E4,x64E5,x64E6,x64E7,x64E8,x64E9,x64E10,x64E11,x68A3,x68A4,x68A5,x68A6,x68A7,x68A8,x68A9,x68A10,x68A11,x68B3,x68B4,x68B5,x68B6,x68B7,x68B8,x68B9,x68B10,x68B11,x68C3,x68C4,x68C5,x68C6,x68C7,x68C8,x68C9,x68C10,x68C11,x68D3,x68D4,x68D5,x68D6,x68D7,x68D8,x68D9,x68D10,x68D11,x68E3,x68E4,x68E5,x68E6,x68E7,x68E8,x68E9,x68E10,x68E11,x72A3,x72A4,x72A5,x72A6,x72A7,x72A8,x72A9,x72A10,x72A11,x72B3,x72B4,x72B5,x72B6,x72B7,x72B8,x72B9,x72B10,x72B11,x72C3,x72C4,x72C5,x72C6,x72C7,x72C8,x72C9,x72C10,x72C11,x72D3,x72D4,x72D5,x72D6,x72D7,x72D8,x72D9,x72D10,x72D11,x72E3,x72E4,x72E5,x72E6,x72E7,x72E8,x72E9,x72E10,x72E11
ACADSB,-0.656514,-0.865245,1.04044,1.33659,0.860058,-0.393938,-0.537132,0.424116,-0.358642,0.651654,1.3218,-0.518649,-0.864053,NaN,NaN,-0.448749,0.818959,0.965245,0.622329,-0.213007,0.720629,-0.741758,-0.482557,NaN,0.287292,-1.47845,0.837099,NaN,1.20293,-0.892155,-0.00266269,0.150679,-1.1925,-0.756976,0.512886,0.294693,0.456827,NaN,1.24677,0.486825,-0.855717,-1.3013,-0.998433,NaN,NaN,1.04268,1.58136,1.49478,-0.613313,1.01231,0.353411,-1.00971,-1.09338,-1.16341,1.12253,1.26381,0.62326,0.378748,-1.06083,NaN,-1.37032,0.849621,NaN,-0.539025,0.994721,0.759562,-0.683814,NaN,-0.170395,0.74719,0.758023,0.199302,0.989581,-0.563246,-0.947815,1.06571,0.570393,0.536424,0.634439,-2.23005,NaN,-1.1698,-0.487691,-0.61499,-0.865752,0.714093,-1.47413,-0.913447,-2.20056,NaN,1.12673,NaN,1.37917,1.12804,-0.531234,0.5246,-2.21838,NaN,NaN,1.0912,0.0113789,0.630611,1.25799,1.45136,0.919578,-0.0612041,-0.499577,-1.90381,-0.431316,0.659386,-0.452495,0.978673,-1.51394,0.900598,0.0935779,0.981869,0.31033,0.958604,0.633454,1.43005,0.850096,2.93698,-0.509401,0.856016,-0.921695,1.09558,0.0960188,-0.107723,1.47158,1.75056,0.761389,-0.871602,0.585542,1.73712,-1.62683,-1.86384,0.985974,0.790249,NaN,0.653526,0.0194755,-0.769829,0.773405,NaN,0.828641,-1.14084,-0.759087,0.497992,NaN,0.335095,-1.42824,-1.46372,-1.26163,1.41475,-1.80226,-1.70541,-0.914705,-0.85668,-0.0791462,-0.576523,-1.37834,NaN,-0.578656,-1.17161,-0.500886,-0.00096725,-0.142771,-1.11184,-0.320767,NaN,NaN,-0.18599,-0.257598,-0.294731,-0.76997,-1.07974,-1.27602,0.00096725,-1.13188,NaN
ACADVL,-0.987766,-0.0692872,0.645009,1.39838,0.0258951,-0.109646,0.14122,-0.00221247,-0.288912,-1.91301,1.10582,0.0037612,1.30885,-1.35877,0.0370589,0.253807,0.655223,-0.559976,-1.74513,-0.00880378,-0.545318,1.08147,-2.36051,-0.141377,-0.43759,0.263883,-2.002,-0.549163,-1.94777,-0.442715,-0.560299,-0.459779,0.580091,-1.75517,0.350363,-1.41313,-1.26768,NaN,-0.415437,-0.0484531,0.978566,1.0393,1.11137,1.56666,-1.17505,-2.2613,-0.501585,-0.64759,0.0388104,0.248562,0.23962,0.825454,-0.116477,-1.97722,-1.96465,-0.162331,-2.21795,-0.093569,-0.17154,-1.10615,-0.75754,0.749308,-0.324403,-1.02847,-1.18191,0.000645304,0.472998,-0.167696,0.0934123,-0.130508,0,0.162303,-1.56466,-0.390842,-0.170627,0.59379,-1.4531,0.494533,1.26778,1.36162,0.730456,-1.40931,0.198477,-1.38506,-0.0641432,0.825592,0.271055,1.55914,1.36023,-1.6219,-1.36083,NaN,0.779213,0.334701,-1.29523,0.0278126,2.13109,-0.209668,0.984789,-0.367832,-0.822808,-0.738651,0.34249,0.591458,-1.30793,-1.39206,0.964839,-0.90714,0.857627,-0.457096,-0.286054,0.615684,0.386343,-0.225322,-0.444568,0.789824,-0.541437,0.883762,1.19864,0.188908,-1.66425,-0.064641,-0.265985,0.590554,-0.592813,-0.587779,1.46108,0.124046,0.107839,-1.22266,-0.38343,-0.309921,0.10441,-1.21809,-1.92131,1.22918,-0.231507,-0.815507,-0.312244,-0.273397,-1.18873,-0.683423,-2.56763,NaN,0.973422,-0.489896,0.677218,0.971634,1.57756,-0.846989,1.50155,1.77911,0.40148,0.228364,0.946006,1.08771,0.409943,1.779,0.694854,0.83706,1.07592,0.387118,0.566401,1.44741,0.504673,0.504664,1.28199,1.84504,1.9263,-1.49376,0.016612,0.545908,0.950689,0.193499,0.368072,-0.048112,0.901249,0.549006,-1.31871,-0.898594
ACAT1,0.438343,1.01192,0.803161,-0.384152,-0.728987,-0.882783,0.518851,0.696258,0.663328,-0.280779,0.668173,-0.23384,-1.38288,-0.791281,-1.66498,-0.956132,0.0748542,0.986356,0.210971,0.382224,0.0235804,-1.0754,-0.831081,-1.2336,-0.786343,-1.53556,0.291716,0.620713,0.553126,0.0417901,-1.00138,-1.0629,-1.59685,-1.45584,-0.60438,0.907054,0.923759,NaN,1.27819,1.11988,0.408412,0.0226887,-0.642356,-0.442425,-1.37109,0.687862,0.930799,0.397511,0.18053,-0.250256,0.737414,0.510862,-0.0692722,-1.48529,-0.180582,1.62911,0.761134,-1.18939,-1.13345,-1.12135,-0.51831,-0.0028348,-1.03351,0,1.34733,0.379245,-1.41186,-1.51365,-1.43554,-0.968765,-0.996572,-1.47698,0.998108,1.09537,0.398753,-0.976991,-1.71047,-1.54512,-1.94248,-1.32181,-1.83423,0.576959,0.852523,0.968662,0.629254,-0.0843585,-0.139163,0.375859,-0.731786,-3.44119,0.552121,NaN,1.44704,0.637686,0.369947,0.346969,-0.638603,-1.17105,-2.7744,1.10921,1.22938,0.647613,0.366282,-0.293768,-1.3601,-1.16485,0.106625,-0.660024,1.10278,0.411938,1.02737,-0.196771,-1.62762,-0.997788,-0.803202,0.174258,0.872371,0.296866,0.119958,0.28817,2.51039,-0.00864872,-0.664251,-0.795038,0.800115,1.18833,-1.08277,-1.05307,1.27351,1.91933,0.663472,0.378188,1.61293,1.29289,-0.220707,-0.66942,0.707458,0.481519,0.800244,0.887009,1.04923,1.14092,1.08484,NaN,0.755521,-0.567749,0.294459,0.547111,-0.313957,-1.71298,-1.0887,-0.433503,-1.02543,-0.0173181,-0.111212,-0.293881,0.290608,-0.359968,-0.53352,-1.99145,-1.64729,-1.46625,-0.20091,0.774179,0.099986,1.01145,-0.366555,-0.683223,-0.165351,-1.09936,-1.2806,0.113062,0.262533,0.0638964,0.534839,0.474453,0.246427,0.19739,-0.425839,-2.52001
ACLY,-0.347797,-0.25647,-0.146917,1.79027,1.65495,1.40695,1.58585,0.0709303,-0.192182,-0.555246,-0.213433,1.07266,1.94884,1.76085,1.7873,1.55607,1.66392,-0.257275,-0.413349,-0.292963,1.28199,1.51103,1.72718,1.96171,1.9342,2.07478,0.834929,-0.320382,-0.156293,0.317883,1.19653,1.47883,1.43784,1.95591,1.30163,0.23564,-0.444722,NaN,-0.242062,0.0495701,1.50473,1.51917,1.73369,0.844702,0.0492632,-0.66474,-0.304518,-0.709833,1.06437,1.4821,0.697428,0.0936952,-0.0944633,-0.113889,-0.593773,-0.313587,0.567494,1.37762,1.61084,1.37426,1.43102,0.752249,-0.0397151,-0.404125,-0.233158,0.904054,1.67097,1.93968,1.21273,1.82767,1.59273,0,-0.336977,-0.248681,0.652246,1.6037,1.49783,1.819,1.68025,1.29648,-0.0928567,-0.248973,-0.235674,-0.152792,0.19222,1.28454,1.13701,0.942946,0.0881036,-0.286677,-0.456889,NaN,-0.326459,-0.0189266,0.770543,0.325514,0.0991287,-0.0588875,0.0233519,-0.650262,-0.630769,-0.333253,1.80272,1.88228,1.96096,1.23057,1.31192,0.0351793,-0.38662,-0.336202,-0.297409,1.61399,1.43414,1.6699,1.49202,1.6515,-0.0616224,-0.465819,-0.423631,-0.47365,0.358016,1.64328,1.62602,1.53278,1.04582,-0.386963,-0.420269,-0.314165,-0.702887,-0.650159,-0.208796,-0.225514,-0.0957954,-0.434204,-0.0941831,-0.423308,-0.413213,-0.363075,-0.341199,-0.205566,-0.0125879,-0.146915,-0.351425,NaN,-0.427366,-0.41632,-0.708128,-0.0638941,1.6163,1.79312,1.28005,0.832443,-0.409899,-0.360127,-0.335841,-0.462949,-0.227801,1.16475,1.40479,1.88942,1.23422,-0.499364,-0.484994,-0.378398,-0.349455,-0.338898,-0.273924,0.124994,0.735903,-0.12135,-0.311615,-0.524705,-0.447017,-0.315139,-0.347663,-0.291072,-0.348826,-0.437509,-0.410519,-0.421997
ACO1,0.503272,0.127796,0.263636,-1.08722,-1.50486,-1.48802,-0.505569,0.237462,0.449036,0.632037,0.554053,-0.162711,-1.67685,-1.87779,-1.85826,-1.76829,-1.31467,0.371207,0.585404,0.411809,-0.23403,-1.99336,-1.8564,-1.63585,-2.2979,-1.69251,0.119022,0.437059,0.632725,-0.243734,-1.90421,-1.98868,-1.8246,-1.97184,-1.20159,0.377546,0.331615,NaN,0.255508,-0.0481721,-0.590521,-1.2567,-0.901549,-0.124004,-0.0847385,0.0425631,0.202168,0.281311,-0.349226,-0.804249,-0.538602,0.010395,0.809153,0.616721,0.482549,0,-0.168806,-1.94038,-1.88259,-1.58565,-1.23986,0.000117965,0.524334,0.495348,0.272711,-0.247817,-1.98061,-2.28924,-1.81401,-1.98396,-1.25496,0.382846,0.628082,0.231482,-0.275694,-1.63168,-1.4342,-1.70133,-1.7999,-0.314726,0.493966,0.761964,0.220918,0.313637,0.158992,-0.886668,-0.585853,0.099282,0.403122,0.199954,0.767795,NaN,0.106191,0.192542,-0.175488,0.0717792,0.056601,0.525786,0.527744,0.200968,0.509653,0.407571,-1.01944,-1.97061,-1.67947,-1.08624,-0.0501129,1.12261,0.836207,0.39182,0.0162792,-1.91153,-2.1427,-2.59405,-2.20355,-2.28517,-0.0837049,0.607053,0.340777,-0.660256,-2.72471,-1.89269,-1.99119,-1.5927,-0.455324,-0.0795677,0.702403,0.111876,0.0811884,0.252008,-0.262572,-0.25253,-0.0123836,0.114744,-0.251724,0.827461,0.367255,0.29759,-0.0516745,-0.323554,-0.286732,-0.351484,-0.161593,NaN,0.71309,0.464655,0.599731,0.392157,-0.338286,-0.902138,-0.626063,0.143581,0.405391,0.611221,0.251365,-0.141292,0.105458,-0.465062,-1.62197,-1.22957,-0.409408,0.216503,0.657498,0.520076,0.207628,0.0953863,-0.0888814,0.00183689,0.0915974,0.414623,0.166244,0.539209,0.621271,0.324051,0.303385,-0.105621,0.315729,0.531196,0.465629,0.202002
ACOT2,-0.703646,-0.542658,-0.0217234,1.31132,0.631711,0.152609,-0.127015,-1.49556,-0.0647949,-1.08669,-1.23072,-0.157209,-0.0462277,0.15668,1.05684,1.69352,0.395205,0.01739,-1.35437,-0.942166,0.325059,1.07947,0.553998,1.63887,0.907278,1.75423,0.15687,-0.552954,-0.734349,-0.176357,0.117387,1.40945,0.892438,0.398917,1.35695,0.0668922,-0.77353,NaN,-1.59284,-0.961643,0.984693,0.609818,1.21986,0.320484,-0.0544524,-1.31512,-1.18439,-2.72967,-1.31043,0.167603,0.000637411,-0.281057,-0.418445,-0.660106,-1.25724,-0.956384,-1.13459,0.41552,0.809117,0.597547,0.382493,0.126213,0.45615,-1.988,-1.13368,0.622679,0.836361,0.785131,1.02929,-0.0433543,0.623779,-0.334322,-0.944849,-1.49079,0.684292,0.617703,1.1662,0.625475,1.41586,1.44848,-2.78457,-1.39631,-1.31971,-1.084,0.166688,0.891908,1.07097,0.432196,0.0748187,-0.420085,-0.722778,NaN,-0.554579,-0.855247,0.496646,0.520888,0.0897259,-0.525484,-0.0741967,-1.13394,-1.23114,-0.953902,0.564608,0.830341,0.462812,1.26615,0.927392,0,-1.41363,-0.710575,-1.15997,0.936578,0.629326,0.551001,1.14611,0.646757,-2.98448,-2.02585,-1.13535,0.592566,-0.030457,0.122923,0.902816,0.911565,-0.261822,-0.860171,-0.205159,-0.0673806,-0.454459,-2.14267,-0.540515,-1.10119,-0.924262,-0.552687,-0.765829,-1.20584,-0.584254,-1.26205,-0.910465,-0.0566885,-0.27163,-1.07037,-1.2029,NaN,-0.468513,-0.215522,-0.686764,0.310008,1.26334,1.87318,1.97463,1.50623,-1.3202,-1.5292,0.138812,0.0347029,0.979074,1.7542,1.01214,1.8098,1.50506,0.323697,-0.661911,-0.660883,-0.94834,-1.48759,0.818827,1.89936,1.34008,1.45745,-0.0849916,-0.451005,0.187486,0.0930672,-0.197423,0.0612892,-0.0273778,0.492637,0.154516,-0.100248
ACOX1,0.658654,0.1599,NaN,-2.55611,NaN,-0.785334,0.616347,-0.0958371,NaN,1.15179,1.68714,-2.01618,-1.33231,-1.38186,-0.592783,NaN,NaN,-0.311735,0.647802,1.26437,NaN,NaN,NaN,-2.63532,-1.59747,-1.74465,NaN,0.601059,0.653179,-0.416462,-1.75834,NaN,NaN,NaN,NaN,-0.314246,1.3289,NaN,1.3578,1.94517,-0.0316475,-0.294823,-0.989331,NaN,NaN,0.823702,0.865256,1.17776,-0.577365,-2.15075,0.24038,-0.124398,0.689848,0.0478905,0.886121,0.186002,-0.969172,-1.84887,NaN,-1.71047,-1.73156,0,0.926021,0.24733,0.0524945,NaN,NaN,-1.66665,NaN,NaN,NaN,0.520955,1.36792,-0.0464854,-0.305295,-0.570845,-1.56818,NaN,NaN,NaN,NaN,-0.660565,NaN,1.34157,-0.448672,-1.23856,NaN,-0.365434,-0.556077,NaN,0.515063,NaN,1.34246,0.15191,-0.377321,0.381775,NaN,NaN,NaN,-0.093144,NaN,-0.15384,NaN,NaN,NaN,NaN,NaN,NaN,0.144355,0.541422,-0.936841,-1.70235,NaN,-1.40235,-1.1999,NaN,0.980408,-0.384131,-0.0129175,NaN,NaN,NaN,NaN,-2.21751,-0.130117,-0.3623,0.552167,NaN,-0.163343,-0.523081,0.324536,1.14652,0.819421,0.16116,NaN,NaN,-0.268627,-0.872862,0.409399,0.246122,0.929544,0.841645,0.379709,NaN,NaN,0.174331,0.975518,-0.206137,NaN,NaN,NaN,-1.46173,0.43596,0.319946,0.94966,1.08173,NaN,NaN,NaN,NaN,NaN,NaN,0.661244,0.209435,0.322934,-0.962128,-0.614581,NaN,NaN,NaN,NaN,NaN,0.0436471,0.0560682,-0.843294,NaN,0.42789,NaN,NaN,NaN
ACP1,-0.0957256,0.446696,0.00954873,-0.680819,0.601969,0.437343,0.69444,-0.193091,0.558276,-0.218892,-0.208351,0.229298,0.760922,0.597431,0.453559,0.57812,0.265615,-2.71262,0.265924,0.690112,0.867683,0.440572,0.395677,0.455736,0.505126,0.187994,-0.532723,-0.0465985,-0.553688,-1.13041,0.237523,-1.06573,1.12229,-0.103023,-1.21577,-3.03962,0.353918,NaN,0.24789,0.269249,0.680748,0.915562,-1.14007,0.873167,-1.26875,-0.0821476,-0.615049,-0.361269,-3.22482,-1.21312,-0.494386,-1.37009,0.0975856,-1.11225,-0.398184,0.410873,-0.114759,0.442272,0.388671,-0.173257,-1.32922,0.177375,-3.94706,0.178367,0.260913,0.246183,0.104535,0.376067,0.494731,-0.0676875,0.182002,0.409077,0.334056,-1.30421,-1.20328,0.285456,1.15654,0.266177,0.157367,0.747764,-0.169221,-0.343228,-0.10334,-0.495503,0.124727,0.262812,0.416111,0.613441,0.0373556,-3.1937,-0.0511222,NaN,-0.181565,-0.701471,0.323234,0.319763,-1.22188,-1.02284,-1.45774,-0.255956,-0.107141,0.374947,0.419878,0.231044,0.35617,0.264619,-0.950314,0.172524,-4.086,-1.30894,-1.23665,0.523573,1.24476,0.91319,1.10582,1.08616,0.781069,-0.19691,0.143768,-1.09741,-2.88795,-0.582611,-0.0405777,-0.809821,-0.968281,-1.3265,-0.18202,-0.151265,-1.11377,0,-0.963188,0.805693,0.0148014,-1.11682,-1.13596,0.146535,0.025065,-1.30428,-1.64269,-1.64185,-1.22585,-1.69999,-1.61285,NaN,0.183599,0.0580499,-0.250045,0.195189,-1.21064,0.560331,0.474492,1.01296,-1.49453,-0.0484869,-0.541515,-0.686431,-0.0689038,0.316598,-1.23572,0.14661,-0.682057,0.551593,-0.0877132,0.0660445,-0.36319,0.0199048,0.109592,0.473151,0.301768,0.231748,-1.31551,-0.17139,-0.416151,0.383045,0.226929,-0.130442,-0.126879,-0.133721,-1.71549,-3.41053
ACP2,0.737503,0.00224165,0.132353,-0.219814,-1.54431,-0.45354,-2.22789,0.248314,0.28449,0.575678,0.768634,-0.0922604,-1.47944,-2.52884,-0.68335,-1.91026,-1.35593,-0.0161149,0.624946,0.25816,-0.565381,-0.885764,-1.03183,-1.77461,-1.11042,-2.3114,0.545074,0.685926,0.501974,-0.024832,-1.53746,-0.68391,-2.88898,-2.14211,-1.52886,0.512292,0.202546,NaN,0.789483,0.161022,-0.354648,-1.49266,-2.04384,-0.118661,-0.483711,0.499719,-0.0387053,0.787429,-1.28391,-0.355855,-0.197823,0.242714,0.343071,1.03671,0.498754,0.0749321,-0.4996,-1.04568,-0.785123,NaN,-1.75788,0.18987,0.0829284,0.166148,0.0231763,-0.404967,-1.45544,-0.724804,-0.701669,-0.774896,-0.657068,0.0106286,0.641133,0.559101,-0.603954,-1.93605,-0.750521,-2.06179,-1.03922,-1.49518,0.573853,0.345061,0.587238,0.186694,0.0910684,-0.712455,-2.76896,0.662902,0.386933,NaN,0.587507,NaN,0.0646399,0.33013,-0.0107042,-0.431282,0.326753,NaN,1.19978,0.347733,0.0791029,-0.132109,-0.684023,-0.56813,-1.98297,-2.07659,-0.253337,0.535346,0.927124,0.686344,-0.067349,-1.10599,-1.01032,-2.57225,-0.808008,-0.689542,0.0319438,1.07149,0.922412,-0.0864314,NaN,-0.904226,-1.14205,-2.30085,-0.496223,-0.311751,0.590965,0.329323,0.307141,0.964989,0.0924595,-0.139946,0.26782,0.494666,-1.22509,0.698562,0.754236,0.443676,0.385555,-0.177746,-0.406558,0.314639,-0.00224165,NaN,0.37525,0.501826,0.759959,0.196704,-0.809215,-0.627139,-0.65051,-0.0212509,0.33421,0.897641,0.588886,0.203431,0.165427,-0.1696,-1.36396,-2.44167,-0.153618,0.775854,0.830634,0.52928,0.433964,0.0996015,-3.3783,-2.12876,0.25409,0.399295,0.797325,0.93438,0.786302,0.525389,0.122832,-0.655296,0.515374,0.867934,0.688824,NaN
ACSF3,NaN,-0.18731,NaN,-0.736514,0.521033,NaN,-0.413885,NaN,1.49316,NaN,1.32209,-1.53522,-0.235021,-0.749824,-0.470883,-0.414148,0.945867,1.2616,-0.17763,0.886514,0.342261,0.602677,0.802614,0.337155,-0.820718,-0.184048,1.31976,-0.841047,1.29489,-0.788041,-1.83385,-0.899094,NaN,NaN,NaN,-0.705103,0.617368,NaN,-0.553227,-1.5165,-0.314344,-0.502886,0.188987,-0.129513,-0.631059,-0.850479,-1.05382,-0.663646,-1.11574,0.895578,0.608604,-0.940712,0.72627,1.43698,0.587653,0.818604,0.369173,0.638641,0.916338,-1.01218,-0.994364,-0.977316,NaN,-0.853794,0.64514,-0.408073,0.494193,-0.37055,0.698062,-0.761918,-0.825106,1.62772,1.23549,-0.941287,0.81416,-0.923468,NaN,1.34362,-0.183544,1.57442,2.09602,1.15479,1.15026,-0.759662,-0.0325346,-0.352047,-0.325897,1.31332,-0.488907,1.2488,-0.13111,NaN,0.880684,-0.62512,-0.437278,1.13144,1.89831,NaN,1.91847,-0.361229,-0.466913,-0.634946,NaN,-0.191129,-0.389623,0.89201,-0.376823,0.745451,0.281311,-0.830881,-1.02626,-0.614858,NaN,0.925046,-0.634256,-0.947028,-0.571582,-0.147193,-0.114303,NaN,-1.18218,-0.698103,-0.463951,-1.16618,NaN,NaN,NaN,NaN,0.897723,0.674326,NaN,NaN,-0.903485,NaN,1.3434,1.43588,-0.411295,0.994519,NaN,-1.78603,-0.287937,-0.655473,1.09067,NaN,-0.398,-0.35507,-0.583475,1.44225,NaN,1.33077,-0.32828,1.71337,0.237039,1.36091,-0.346591,NaN,1.22686,1.42263,0.990533,1.46701,0.0325346,2.15439,NaN,1.55822,1.34026,NaN,1.29925,1.61591,0.154812,1.79104,0.275366,NaN,0.0992532,1.65655,1.6076,-0.362891,1.58895,1.6203,1.56674,2.15014
ACSL1,0.879509,NaN,NaN,-0.835073,1.15492,0.574171,1.06235,-1.87134,-0.0371287,-0.647662,-0.305702,-1.65094,-0.469553,-0.65529,NaN,-0.965202,0.539651,-1.31493,NaN,0.111587,-0.172592,-0.283585,-0.285972,NaN,0.235688,0.712495,NaN,-0.807558,NaN,1.04715,0.471075,-1.26028,0.930817,0.94417,0.146001,-1.37973,0.0537175,NaN,-1.29713,0.650699,1.42901,0.472928,0.902905,0.240096,1.3191,-0.276269,-1.70167,NaN,1.16925,0.892178,0.16081,-1.76554,-1.97645,NaN,-2.00588,-1.16374,0.520834,0.22434,0.648777,1.1409,0.450232,-1.72547,-0.91582,0.274892,0.174108,0.0209781,0.875355,1.10404,0.0123617,-0.974259,0.924521,NaN,NaN,0.278949,0.382917,NaN,0.690879,-0.96515,-0.0726329,NaN,NaN,-1.99741,0.17518,1.05706,0.0150206,-1.62543,-1.9164,-2.04893,NaN,0.0169005,NaN,NaN,-0.182515,-0.37165,-0.614675,-1.16056,NaN,-1.1145,0.150567,NaN,-1.07336,-1.65718,-0.324206,1.73822,1.03133,0.0022455,NaN,NaN,NaN,-1.68483,-0.475323,1.34826,NaN,0.301425,0.4882,0.296051,NaN,-1.24941,-0.149238,NaN,NaN,0.450831,0.0739478,1.03948,0.498256,0.415125,0.326325,NaN,-0.467916,-1.64506,-0.680459,NaN,-1.23396,NaN,-1.0612,-1.19713,0,-0.513615,-1.40176,NaN,NaN,NaN,NaN,NaN,-1.5114,0.412478,NaN,-0.530275,0.185901,0.788788,-1.58617,NaN,-1.21764,-2.04232,NaN,-1.42361,0.0737775,0.490736,0.974159,1.09328,0.14758,-0.352151,NaN,-2.17464,-0.202006,-0.19136,NaN,-1.59171,0.372674,NaN,NaN,NaN,-0.135131,NaN,-1.97038,NaN,0.0881188,-0.653403,NaN,NaN
ACSL4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.430359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.430359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.52892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.540361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ACTA1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0896829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.57001,0.222726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.292222,-0.0266047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.354632,0.922014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.42545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.568408,NaN,NaN,NaN,NaN,NaN,0.277958,NaN,-0.0805523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.471374,0.0266047,NaN,NaN,-1.70379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
