GENEID,x60A3,x60A4,x60A5,x60A6,x60A7,x60A8,x60A9,x60A10,x60A11,x60B3,x60B4,x60B5,x60B6,x60B7,x60B8,x60B9,x60B10,x60B11,x60C3,x60C4,x60C5,x60C6,x60C7,x60C8,x60C9,x60C10,x60C11,x60D3,x60D4,x60D5,x60D6,x60D7,x60D8,x60D9,x60D10,x60D11,x60E3,x60E4,x60E5,x60E6,x60E7,x60E8,x60E9,x60E10,x60E11,x64A3,x64A4,x64A5,x64A6,x64A7,x64A8,x64A9,x64A10,x64A11,x64B3,x64B4,x64B5,x64B6,x64B7,x64B8,x64B9,x64B10,x64B11,x64C3,x64C4,x64C5,x64C6,x64C7,x64C8,x64C9,x64C10,x64C11,x64D3,x64D4,x64D5,x64D6,x64D7,x64D8,x64D9,x64D10,x64D11,x64E3,x64E4,x64E5,x64E6,x64E7,x64E8,x64E9,x64E10,x64E11,x68A3,x68A4,x68A5,x68A6,x68A7,x68A8,x68A9,x68A10,x68A11,x68B3,x68B4,x68B5,x68B6,x68B7,x68B8,x68B9,x68B10,x68B11,x68C3,x68C4,x68C5,x68C6,x68C7,x68C8,x68C9,x68C10,x68C11,x68D3,x68D4,x68D5,x68D6,x68D7,x68D8,x68D9,x68D10,x68D11,x68E3,x68E4,x68E5,x68E6,x68E7,x68E8,x68E9,x68E10,x68E11,x72A3,x72A4,x72A5,x72A6,x72A7,x72A8,x72A9,x72A10,x72A11,x72B3,x72B4,x72B5,x72B6,x72B7,x72B8,x72B9,x72B10,x72B11,x72C3,x72C4,x72C5,x72C6,x72C7,x72C8,x72C9,x72C10,x72C11,x72D3,x72D4,x72D5,x72D6,x72D7,x72D8,x72D9,x72D10,x72D11,x72E3,x72E4,x72E5,x72E6,x72E7,x72E8,x72E9,x72E10,x72E11
RPL31,1.02071,0.692441,0.623779,-1.02263,-1.76246,-1.4747,0.170747,0.78246,0.642711,0.883615,-0.43249,0.039438,-1.18041,-1.58242,-1.592,-1.57403,-0.956357,0.508923,-0.419756,-0.6262,-0.17464,-1.60555,-1.69522,-1.45307,-1.68123,-0.978702,0.751108,0.402729,0.907718,0.262795,-1.78114,-1.80452,-1.75994,-1.33465,-1.48202,0.698848,0.188861,NaN,0.85455,0.540242,-0.330141,-0.885938,-1.15714,0,-0.560098,0.400377,0.121059,-0.396049,-0.401755,-0.591348,-0.278191,0.196237,0.719411,0.813107,0.730027,0.433344,0.0287805,-1.63117,-2.07675,-1.6397,-1.42616,-0.00763644,0.786137,-0.520609,0.34664,-0.153763,-1.64313,-2.58287,-2.07639,-1.62417,-1.23444,0.280936,0.546326,0.151407,-0.41276,-1.54135,-1.85526,-1.26967,-1.63696,-1.09615,0.649301,0.509999,0.330357,0.51287,-0.119489,-0.761786,-1.14333,0.081867,-0.000491514,-0.372678,0.788034,NaN,0.482678,0.108574,-0.171535,0.089944,0.210137,0.0677749,-0.610283,0.35555,0.524511,0.159781,-0.898376,-1.53651,-1.76978,-1.46227,-0.0797391,0.683812,1.3088,0.449061,0.0492862,-1.50835,-1.53689,-1.89108,-1.84063,-1.42733,0.169243,1.02466,0.916718,0.16127,-1.00874,-1.91508,-1.74424,-1.57696,-0.264737,-0.076751,0.712314,0.648205,0.203193,0.481941,0.251313,0.0327366,0.379727,0.360516,-0.73309,1.41525,1.05036,0.353617,0.298747,-0.00309893,-0.291387,0.0896443,0.316595,NaN,0.768062,0.476133,0.803828,0.485256,-0.501263,-1.36516,-3.1074,-0.205075,0.238882,1.06125,0.629029,-0.127554,0.531245,-0.525758,-2.08325,-1.19883,-0.63752,0.461864,0.871852,0.962153,0.661176,0.544558,-0.594453,-0.575041,-1.4425,0.350311,0.644632,0.898421,1.14399,0.276123,0.318348,0.185202,-0.866667,0.566308,0.637757,-0.665096
RPL32,0.46002,-0.148542,-0.00295459,-2.30497,-1.41506,-1.3756,-0.466336,0.938565,-0.531776,0.307348,0.0349657,-0.159431,-1.33576,-1.21657,-2.21452,-2.66524,-1.04585,0.387015,0.170491,0.145889,0.216718,-1.19963,-1.33501,-1.4157,-1.32537,-2.75466,0.0187037,-0.0638738,-0.394434,0.0530394,-0.721172,-1.97891,-0.953036,-0.943769,-1.19497,0.501356,-0.242198,NaN,0.523998,0.641229,-0.549611,-0.255172,-1.16839,-0.432713,NaN,0.625259,0.418864,0.730137,-0.204036,-0.716481,0.200837,-0.391521,-0.135895,-0.226879,0.223586,0.944081,0.514955,-0.948774,-2.68177,-1.54281,-0.997045,-0.479518,-0.36508,0.0208123,0.694302,-0.0213824,-1.31836,-1.29324,-1.47722,-1.18368,-0.679719,-0.510496,-0.620956,0.148177,-0.788279,-1.61953,-1.71522,-1.02278,-1.16031,-1.06726,0.939614,-0.026508,0.07343,0.395111,-0.0123963,-0.90186,-0.941558,-0.234514,-0.234397,-0.350555,0.134419,NaN,0.132795,0.0197632,-0.33309,0.223432,0.14831,0.00295459,0.693766,-0.107146,0.27744,-0.146477,-1.00542,-1.37301,-1.64829,-1.33508,0.321975,0.424196,0.912452,1.0775,0.752545,-1.35872,-0.956654,-0.848553,-1.53757,-0.833931,0.715325,1.1989,0.892471,0.369946,-1.43797,-0.871307,-1.59222,-1.0938,-0.336479,0.730885,0.924927,0.511748,0.933772,1.54851,0.827592,0.754053,0.832835,0.915988,-0.854431,1.51478,1.39908,0.876144,1.06745,0.51938,0.397971,0.666042,0.819796,NaN,1.29868,0.677129,1.41374,1.22934,0.158928,-0.866184,-0.546432,0.686149,0.54386,0.972552,0.935001,-1.13979,0.862321,0.395535,-0.457711,-0.155133,-0.653139,0.186988,0.93385,0.896034,1.40917,1.37591,0.707771,-0.114219,1.26078,0.973067,0.751502,1.22962,1.23547,0.473473,1.00552,1.27877,1.59966,1.26069,1.20498,-3.11492
RPL34,0.863697,0.472766,0.286005,-1.68629,-2.00198,-1.61906,-0.468245,0.568201,0.270334,0.642885,0.250651,0.227323,-2.28731,-1.85075,-2.04749,-2.08187,-1.31458,0.281443,0.624577,0.255744,-0.219609,-1.50379,-2.04163,-1.83521,-1.79024,-2.36318,-0.226067,0.419877,0.761733,0.246971,-1.40834,-1.72878,-1.97639,-1.7431,-2.0233,0.383255,0.255422,NaN,0.75122,0.257053,-0.69231,-0.702289,-1.57167,-0.679791,-0.535997,0.379365,0.60208,0.711567,0.0869558,-0.431855,0.10836,0.227926,0.0530864,0.516908,0.531061,0.942355,0.183993,-1.56974,-1.92537,-1.55851,-1.1994,-0.192019,-0.183403,0.0892677,0.734505,-0.308155,-1.81207,-1.64955,-2.13436,-1.79882,-1.19166,-0.424229,0.70719,0.56607,-0.121431,-1.43299,-1.52157,-1.30696,-1.81266,-1.86494,-0.373835,0.31352,0,0.428371,0.30753,-0.186611,-1.2572,0.114477,-0.16686,-0.427409,0.603158,NaN,0.0922357,0.512487,-0.427903,0.0389056,-0.184709,-0.102108,-0.0840659,0.143888,0.60357,0.458192,-0.952234,-1.95781,-2.11069,-1.71394,-0.213876,-0.100755,1.15148,0.489809,0.342431,-1.41823,-1.52414,-1.40378,-1.65554,-1.3379,0.358983,0.862166,0.545626,0.0826226,-0.112402,-1.54346,-1.51841,-1.14274,-0.0163802,0.506726,0.396058,0.176455,0.538896,0.631016,0.72044,0.457842,0.639842,0.824554,0.392218,1.16512,1.30521,-0.233556,0.701326,0.326148,0.0721252,0.626014,0.857977,NaN,0.420505,0.0230722,0.449119,0.489831,-0.761067,-1.65552,-1.62054,-0.563468,-0.321221,0.559631,0.153439,-0.488406,0.293581,-0.568632,-1.47867,-1.79041,-1.21703,-0.258902,0.415459,0.499819,0.432102,0.33662,-0.2421,-0.606044,0.0640086,-0.16547,-0.157431,0.676992,0.616167,0.0608688,0.235349,0.127655,0.5113,0.362276,0.188939,-0.805453
RPL35,1.43865,-0.0558859,0.41077,NaN,-1.55234,NaN,-0.854304,-0.107883,0.884958,0.64587,0.758742,-0.0594675,NaN,NaN,NaN,-1.78313,-1.72502,0.394372,0.334626,0.504162,-0.15242,-2.28472,-1.18507,-1.22937,-1.4604,NaN,NaN,0.666723,1.12246,0.599111,NaN,-0.978246,NaN,NaN,NaN,0.577876,0.620025,NaN,1.23603,-0.290061,-0.301075,-0.723591,NaN,-0.191549,NaN,0.412252,-0.359651,0.688402,-0.459507,-2.53715,-1.28532,-0.486905,-0.309607,NaN,-0.262116,0.371462,-0.991935,NaN,NaN,NaN,-1.37031,NaN,-0.154223,-0.212383,-0.529285,-1.60953,NaN,-2.07137,-1.43434,NaN,-1.7617,-0.441028,0.133347,NaN,-0.688515,NaN,-1.40233,NaN,-1.73332,NaN,0.376624,-0.230136,-0.654185,-0.882377,-0.245312,-1.56082,-0.252607,-0.222354,NaN,NaN,0.838543,NaN,-0.87887,0.718645,-1.70833,NaN,0.258213,NaN,1.0454,NaN,0.124772,0.133611,-0.852869,NaN,NaN,-2.14879,-0.678794,NaN,2.24699,-0.00578065,0.546023,NaN,NaN,NaN,-1.75521,-1.74572,0.311041,0.871084,1.29514,0.350406,-0.909392,NaN,-1.35412,NaN,-0.860552,0.0437913,0.335362,0.653255,1.1766,1.6461,0,0.516695,0.488236,0.0516247,NaN,1.50706,1.14994,0.434336,0.549544,-0.0923488,0.340742,0.128651,0.943373,NaN,1.51026,0.209231,1.28622,0.0546401,-1.58383,-0.238634,NaN,-0.45358,NaN,1.15879,0.024609,0.0972187,0.288273,-0.712572,-1.75385,-1.797,NaN,-0.105953,1.03417,-0.0117925,1.44876,1.16752,-0.943736,0.0620771,1.07904,-0.0531678,0.543253,1.32504,0.881796,1.10474,0.903229,-0.634465,1.14089,1.20245,0.0481233,NaN
RPL35A,0.665632,0.33198,0.268846,-1.29512,-1.95368,-1.98232,-0.29419,0.522368,0.154659,0.822754,0.723436,0.239108,-1.57308,-1.94484,-1.91687,-2.13473,-1.32133,0.138864,0.975053,0.800418,-0.236202,-1.66723,-1.82445,-1.5365,-1.90751,-1.69904,-0.0253138,0.459077,0.747657,-0.0250301,-1.7293,-2.00352,-2.37986,-1.72885,-2.01301,0.187162,0.0625814,NaN,0.71278,0.556835,-0.445286,-0.70666,-1.39752,-0.436664,-1.46273,0.485502,0.354231,0.344628,-0.0479025,-0.515478,0.0882936,0,0.524867,0.267576,0.775434,0.608688,0.398901,-1.45383,-1.89191,-1.65832,-1.39183,-0.0630763,0.218551,0.182342,0.633645,-0.211781,-1.55702,-1.8946,-2.29794,-1.67853,-1.22763,-0.350772,0.586075,0.256591,0.101246,-1.35366,-1.79213,-1.526,-1.77033,-1.33905,-0.107795,0.304997,0.217527,0.511742,0.116272,-0.441127,-0.960812,-0.0174523,-0.0334953,-1.17001,0.908123,NaN,0.368906,0.337337,-0.458081,0.0881457,0.0458232,-0.404225,0.0206422,0.244507,0.578246,0.419703,-0.616127,-1.44523,-1.82668,-1.55816,-0.0692237,0.248273,0.91472,0.415686,0.184651,-1.62582,-1.49379,-1.71068,-1.75382,-1.35549,0.304394,1.12717,0.994582,-0.0422591,-0.322504,-1.30599,-1.65834,-1.42295,-0.156002,0.4255,0.78245,0.405063,0.388124,1.10836,0.613305,0.26693,0.687964,0.422154,-0.884173,1.05233,0.763136,0.421221,0.375676,0.045787,-0.447676,0.205338,0.373548,NaN,0.667792,0.351527,0.570436,0.381425,-0.721369,-1.79479,-1.51013,-0.51654,-0.104512,0.8284,0.459005,-0.603316,0.296692,-0.644564,-1.74681,-1.35718,-0.917572,0.0574842,0.707622,0.806288,0.434382,0.122193,-0.542177,-0.87722,-0.00630431,-0.125148,0.0468493,0.713896,0.725029,0.260945,0.256621,0.157231,0.323135,-0.00393831,0.124713,-1.52399
RPL37A,0.69376,0.0053741,0.0840805,-1.56371,-1.28985,-1.10777,-0.00122533,0.249858,-0.00613783,1.18646,0.799275,0.260726,-2.06156,-1.24754,-1.78679,-2.33814,-1.35505,0.925646,0.855531,0.764305,0.401365,-1.28358,-1.1829,-1.26599,-1.86224,-1.92528,-0.838208,0.536744,0.975714,-0.101311,-1.0777,-2.16251,-1.53325,-1.99658,-1.50831,0.898955,0.558157,NaN,0.978346,0.215023,-0.143067,-0.147423,-1.28064,-0.289731,-1.28756,0.868128,0.802573,0.843692,0.320034,-1.0438,-0.165058,0.372816,0.393764,-0.308036,0.935717,0.657162,0.628328,-0.969702,-1.80663,-1.22854,-1.07765,-0.605536,-0.138017,0.360235,1.14368,-0.0187632,-1.54611,-2.04431,-2.29753,-1.32918,-0.938545,-0.728891,0.690232,0.486055,-0.265989,-1.84553,-1.46064,-1.84323,-1.60206,-2.1322,-0.761181,-0.231744,0.304572,0.576895,0.255534,-0.0646039,-0.897877,0.0269964,0.180652,-0.52968,0.505809,NaN,0.165512,0.0672979,-0.504396,0.496941,0.184524,-0.652065,-0.590152,0.407662,0.756408,0.0874487,-0.590502,-1.8506,-1.95999,-1.69395,-0.643127,-0.815562,0.324944,0.147747,0.362499,-0.691281,-0.933627,-0.934139,-1.65237,-1.27394,0.641423,1.05238,0.864536,0.684184,-0.29141,-0.934419,-1.48535,-1.17039,0.331938,0.450862,0.205852,0.549,1.09486,1.53131,1.06332,1.02383,1.05045,0.752075,-0.319872,1.21724,0.846316,0.510332,1.17794,0.736126,0.308103,0.437453,1.02182,NaN,1.00859,-0.0126673,1.14659,0.969089,-0.212723,-1.40831,-1.06792,0,0.0399463,1.08845,0.862841,-0.0213705,0.776296,-0.534878,-2.34826,-1.45226,-1.01294,-0.815772,0.88916,0.415714,0.562661,0.824338,-0.304774,-0.760848,0.118566,-0.188063,-0.221583,0.553678,0.552794,0.0952595,0.156378,0.855813,0.619437,0.861534,0.196461,-1.27879
RPL38,0.985455,0.544343,0.388292,-1.3762,-1.49702,-1.08698,-0.05392,0.637211,0.542649,0.778301,0.528104,0.322353,-1.7649,-1.39515,-1.30705,-1.24094,-1.01356,0.497147,0.546078,0.577043,0.193902,-1.00392,-1.53943,-0.889693,-1.48363,-2.16968,-0.153098,0.474536,0.827239,0.462957,-1.29684,-1.28902,-1.43022,-1.32688,-1.51816,0.685823,0.524994,NaN,0.832796,0.639051,-0.398817,-0.510695,-1.65251,-0.538791,-2.49584,0.755371,0.35771,0.507346,0.102928,-0.498247,0.208337,0.118126,0.283202,-1.40807,0.870351,0.755906,0.583319,-1.25373,-1.79005,-1.12916,-0.99231,-0.405384,-0.422847,0.228059,0.742969,-0.049918,-1.36852,-1.38809,-1.72039,-1.42851,-1.13416,-0.777478,0.221517,0.128377,-0.333154,-1.35025,-1.8072,-1.57197,-1.61056,-1.89427,-0.845543,-0.14704,0.0122193,0.221584,0,-0.502519,-1.19465,-1.23943,-0.443451,-2.48936,0.239219,NaN,0.130004,0.190285,-0.420084,0.0346041,-0.607483,-0.248292,-1.08691,-0.0479903,0.364606,0.0311496,-1.05236,-2.64252,-2.11051,-1.6583,-0.797208,-0.604802,0.892363,0.794776,0.562179,-0.731274,-0.9341,-0.967555,-1.10753,-0.57448,0.791474,0.909656,0.886783,0.661439,-0.303939,-0.599343,-1.13948,-0.774255,0.258363,0.950028,0.654607,0.556619,1.00899,1.60597,1.07147,0.741597,1.15548,1.20998,-1.19102,1.14187,1.47897,0.879574,1.09305,0.646421,0.50421,0.828226,0.922583,NaN,0.991737,0.554835,1.02543,1.0039,-0.368105,-1.18788,-2.67437,-0.259311,-0.203587,0.811591,0.704918,0.407662,0.665446,-0.00438238,-0.550448,-1.42463,-1.20145,-0.342265,0.648307,0.816259,0.897964,0.902084,0.172103,-0.344242,0.261799,-0.00141367,-0.231423,1.00177,0.844843,0.372304,0.673591,0.844419,0.913404,0.733914,0.358255,-1.70832
RPL4,0.967332,0.718611,0.733296,-0.66512,-1.38708,-1.10483,0.155182,-0.210435,0.688906,0.516889,0.565333,-0.104299,-1.35511,-1.7831,-1.57437,-1.65031,-1.08015,0.688906,0.703815,0.565333,-0.347711,-1.61822,-1.68077,-1.315,-1.79269,-1.21898,0.887907,0.416229,0.954319,0.363878,-1.325,-1.52395,-1.40663,-1.12455,-1.29554,0.928025,0.273366,NaN,0.747871,0.6281,-0.200187,-0.87289,-1.03742,0.137214,-0.53767,0.328177,0.14766,0.363878,-0.302099,-0.634659,-0.421922,0.138511,0.533171,0.874349,0.581214,0.273366,-0.118262,-2.65404,-1.92111,-1.70757,-1.31375,-0.0676052,0.762338,0.416229,0.450364,-0.0876923,-1.41148,-1.31607,-1.72518,-2.43569,-0.933036,0.398936,0.688906,0.381485,-0.209231,-1.33161,-1.56471,-2.27626,-1.30679,-0.556507,1.04364,0.483912,0.363878,0.416229,-1.13578,-0.844088,-1.10536,-0.048794,-0.986051,-0.674051,0.450364,NaN,0.172205,0.254745,-1.46162,-0.175567,0.149988,0.102043,0.901371,-0.772231,0.549318,0.158806,-0.864355,-1.73762,-2.71792,-1.25574,0.110529,0.954319,0.673884,0.416229,0.107715,-1.46739,-1.67659,-2.67453,-1.73606,-1.4278,0.291807,0.901371,0.762338,-0.181214,-1.04721,-1.56535,-1.92668,-1.69738,-0.455987,-0.208513,-0.69214,0.346108,0.155599,0.776696,0.0911032,-0.13307,0.178435,0.216966,-1.96824,1.45774,1.10502,0.398936,0.363878,0,-0.331747,0.178435,0.363878,NaN,0.954319,0.516889,0.846943,-0.597484,-0.322978,-0.922126,-1.14305,0.127108,0.658741,0.703815,0.718611,-0.0981899,0.433371,-0.477563,-1.71307,-1.46431,-0.862009,0.450364,0.703815,0.581214,0.762338,0.703815,-0.680631,-0.817395,0.516889,0.416229,0.860695,0.703815,0.860695,-1.08204,0.235947,0.254745,1.03113,0.954319,0.819149,-0.441644
RPL5,0.95805,0.572466,0.36944,-1.17955,-1.95746,-1.70057,-0.102091,0.759038,0.459462,0.88573,0.795638,0.278394,-1.91287,-1.54057,-1.55313,-2.01615,-1.11462,0.221204,1.08409,0.860651,-0.122735,-1.607,-1.47969,-1.7721,-1.71076,-1.86618,0.265609,0.423125,0.990993,0.144411,-1.46447,-1.68535,-1.87658,-1.62084,-1.5383,0.38264,0.257066,NaN,0.887143,0.612244,-0.286078,-0.561382,-1.58357,-0.23219,-1.3306,0.506449,0.462428,0.759288,-0.0812676,-0.251452,0.242621,0.366835,0.431553,0.260976,0.848544,0.626908,0.0871136,-1.64937,-1.78044,-1.74553,-1.21214,0.0818823,0.455368,0.530907,0.849352,0.00943918,-1.67073,-1.55678,-1.75259,-1.52043,-1.17357,-0.0229658,0.663629,0.223457,0.116873,-1.42746,-1.80498,-1.51476,-1.81595,-1.55532,0.00461661,0.714013,0.375847,0.420723,0.202415,-0.341702,-0.774225,0.0668284,0.0538024,-0.929628,0.761719,NaN,0.791646,0.429811,-0.0444868,0.200663,-0.163156,-0.0753518,0.164696,0.351937,0.666462,0.458854,-0.666161,-1.6851,-1.81634,-1.61777,-0.0158777,0.171965,0.83983,0.534206,0.351056,-1.66082,-1.78868,-1.80246,-1.8222,-1.57486,0.599393,0.977631,0.88632,-0.000437263,-1.11815,-1.55996,-1.82824,-1.48108,-0.234417,0.0875572,0.585324,0.503391,0.246344,1.17091,0.409126,-0.0492079,0.524497,0.626246,-0.360758,1.10286,1.17472,0.571338,0.616145,0.124645,-0.394196,0.212529,0.40156,NaN,0.445837,-0.103248,0.284623,0.261027,-1.00068,-1.94238,-1.80888,-0.616452,-0.292222,0.423518,0,-0.713784,0.0272371,-1.058,-2.3865,-2.0429,-1.24127,-0.147735,0.352203,0.452444,0.249101,0.0525128,-0.756715,-0.788528,-0.131245,-0.206154,-0.110425,0.37424,0.529275,-0.194804,0.216113,-0.0179975,0.342443,-0.0242839,0.0443917,-0.820131
RPL6,1.44678,1.09783,0.441032,-0.725461,-1.38809,-1.15945,0.338361,0.436695,0.264448,1.48841,1.19564,0.181248,-1.307,-1.67761,-0.849768,-1.83232,-1.2467,0.838355,0.81848,0.321001,0.352027,-1.54033,-1.34029,-1.11774,-1.21893,-1.29992,0.0290251,1.03915,0.855184,0.176143,-0.813325,-1.77684,-1.21367,-1.04373,-1.02924,0.168415,1.02012,NaN,0.960704,0.76676,-0.351431,-0.791,-0.825124,-0.299949,-0.538924,1.08088,0.57876,0.54956,0.271042,-0.721505,0.592376,0.112042,0.354678,0.318972,0.350623,0.832451,0.226816,-1.50009,-2.17543,-1.55055,-1.17922,0.228603,-0.0548156,1.01919,1.20196,-0.0178576,-1.23068,-1.64381,-1.86804,-1.58632,-1.22222,-0.266049,0.573017,0.669098,-0.205037,-0.793588,-2.68933,-1.49022,-1.97936,-1.29844,0.15079,0.542585,0.901802,0.469125,0.547817,-0.65174,-1.18351,0.301602,-0.374114,-0.687835,0.452169,NaN,0.537321,0.179157,0.0873023,-0.436362,0.239764,-0.553348,-0.188475,0.817063,0.760088,0.765812,-0.496538,-2.70885,-2.10461,-1.72376,0.233049,0.0432845,0.796254,-0.0662877,0.35313,-0.910266,-1.54588,-1.6394,-1.46538,-1.11658,0.645044,0.7191,0.729873,0.453679,-0.451902,-2.16063,-1.708,-1.47241,0.0581062,0.803506,0.253542,0.861603,0.297103,1.32728,1.10106,0.797133,0.858021,0.864117,0,0.818807,1.53447,0.839029,0.395489,0.151853,0.409686,0.559233,-0.242241,NaN,0.878656,-0.376062,0.747392,-0.0733381,-1.30408,-1.64659,-2.64542,-1.22029,-0.647083,0.475943,0.383681,-0.511344,-0.0668439,-0.817284,-2.09854,-1.43826,-1.07718,-0.689643,0.233261,0.783884,-0.226313,0.167315,-0.529537,-1.18468,-0.394038,-0.616202,0.359845,0.903912,0.413604,-0.584965,-0.188463,-0.258924,0.63131,0.156281,-0.125481,-1.01728
RPL7,0.993284,0.402433,0.283875,-1.26262,-1.94512,-1.55695,-0.12922,0.569509,0.440629,1.05205,0.383094,0.0266008,-1.7754,-1.78823,-1.6402,-1.90068,-1.15818,0.402433,0.674489,0.622599,-0.130414,-1.4193,-1.79434,-1.60866,-1.82854,-1.70541,0.158845,0.459492,0.774869,0.363592,-1.51637,-1.82743,-1.86034,-1.54947,-1.70429,0.515159,0.137328,NaN,0.807375,0.478197,-0.356854,-1.11095,-1.54204,-0.292467,-1.01814,0.622599,0.137328,0.263506,-0.333289,-0.781416,-0.250869,-0.049975,0.222214,0.363592,1.02285,0.263506,0.222214,-1.63274,-2.1121,-1.82495,-1.26666,-0.505795,0.0266008,0.0491782,0.402433,-0.376602,-1.71446,-1.83577,-1.93902,-1.74163,-1.40295,-0.401748,0.34392,0.00379622,-0.341006,-1.50634,-1.77634,-1.5363,-1.77469,-1.5394,0.115608,-0.0141366,-0.0236166,0.478197,-0.138415,-0.609698,-1.329,-0.354658,-0.284862,-0.993784,0.496754,NaN,-0.0266342,0.0491782,-0.350389,-0.239529,-0.229243,-0.315453,0.158845,0.263506,0.515159,0,-0.913942,-1.97702,-2.25586,-1.74455,-0.477915,0.0266008,1.05205,0.421611,0.137328,-1.56608,-1.65556,-1.8487,-1.77394,-1.41842,0.283875,0.886677,0.948202,0.242952,-0.885559,-1.53159,-1.88661,-1.6571,-0.346556,0.587345,0.533419,0.515159,0.440629,1.13746,0.674489,0.34392,0.691528,0.758442,-0.555976,1.09515,1.19268,0.34392,0.741894,0.263506,-0.04141,0.478197,0.515159,NaN,0.758442,0.304064,0.774869,0.725227,-0.696187,-1.46828,-1.22566,-0.098417,0.0491782,0.774869,0.551537,0.0715344,0.421611,-0.492234,-1.6773,-1.43793,-0.927075,0.263506,0.605039,0.774869,0.674489,0.515159,-0.35852,-0.538188,0.363592,0.222214,0.402433,0.741894,0.886677,0.201285,0.263506,0.363592,0.674489,0.459492,0.515159,-0.606251
RPL7A,0.660871,0.267557,0.314571,-1.51189,-1.62055,-1.58245,-0.0718138,0.727142,0.314571,1.04509,0.536777,0.0868502,-2.06587,-1.37577,-1.63163,-2.13003,-0.739662,0.187096,0.816959,0.660871,-0.145835,-1.67212,-1.46019,-1.81524,-1.83748,-1.96721,-0.0901068,0.620214,0.927718,0.103852,-1.2042,-1.93872,-1.85572,-1.47903,-1.69154,0.493948,0.299,NaN,0.791638,0.592721,-0.361985,-0.999275,-1.26139,-0.281121,-1.11698,0.578858,0.420824,0.390942,-0.10854,-0.488621,-0.0718138,0.103852,0.299,0.137496,0.778875,0.522583,0.299,-1.46335,-1.83978,-1.61321,-1.25711,-0.241685,-0.0536576,0.314571,0.647396,-0.183718,-1.65178,-1.71245,-1.72293,-1.58526,-1.18277,-0.51039,0.766046,0.464966,0.120733,-1.11835,-1.40367,-2.19186,-1.59067,-2.19235,-0.0356382,0.536777,-0.755093,0.50831,0.360685,-0.145835,-0.961267,0.154142,-0.0536576,-1.03181,0.842016,NaN,0.4795,0.464966,-1.16655,0.187096,-0.0536576,-0.0356382,-0.918445,0.522583,0.620214,-0.715724,-0.51039,-2.76463,-1.78614,-1.3375,0,0.0176219,0.50831,0.564913,-0.807669,-1.26449,-1.37405,-1.66778,-1.35336,-1.05591,0.620214,0.891362,0.879121,0.405931,-1.23266,-1.07031,-1.67032,-1.35593,-0.1647,0.727142,0.493948,0.299,0.633842,1.14603,0.939718,0.778875,1.05651,1.10169,-0.361985,0.879121,1.22172,0.536777,0.951656,0.727142,0.235693,0.778875,0.915662,NaN,0.633842,0.283331,0.660871,0.606507,-0.51039,-1.2742,-2.43681,-0.183718,0.0697307,0.700853,0.375861,-0.0177523,0.375861,-0.281121,-1.18578,-1.51368,-1.07705,0,0.606507,0.592721,0.578858,0.829521,-0.0356382,-1.18298,0.251678,-0.445665,0.314571,0.829521,0.879121,0.0868502,0.299,0.405931,-0.0356382,0.4795,0.620214,-0.668558
RPL8,1.43297,1.12085,1.12958,-0.252415,-0.756826,-0.676355,0.273786,1.28774,0.720145,1.42561,1.24747,0.709149,-0.443333,-1.57217,-2.12354,-1.5112,-0.917415,1.04031,1.49073,-0.0841924,0.396326,-1.51448,-1.46158,-1.37858,-1.56081,-0.320044,1.24747,1.06756,1.35802,0.78474,-1.26176,-2.10306,-1.50143,-1.1173,-1.25313,1.14691,0.936634,NaN,0.675742,1.1895,-1.08073,-0.720216,-0.761012,-0.869022,-0.101519,0.448187,0.741938,1.04944,-0.449069,0.0486628,0.435361,0.0486628,1.2393,-0.416947,1.39589,0.448187,0.709149,-0.789939,-1.67696,-1.43477,-0.455863,-0.147829,1.15551,0.975038,0.38312,-0.119018,-0.544486,-1.30272,-1.45725,-1.35963,-0.312016,-0.0165238,1.04031,0.816175,0.369815,-1.37086,-0.854813,-0.90234,-1.4323,-1.75043,0.752738,1.08551,-0.51786,1.04944,-0.829674,-0.75487,-1.7188,0.675742,-0.136692,-0.388844,1.12958,NaN,0.486111,-0.707501,0,0.618628,0.741938,-0.505883,0.795279,0.847065,-0.391164,0.0645925,-0.437188,-2.26358,-2.39315,-0.939292,-0.913266,0.201869,1.17259,0.917117,0.245369,-1.57905,-1.66345,-1.2994,-1.0408,-1.53032,0.664464,1.3036,0.38312,-0.318473,-0.332031,-1.51011,-1.8409,-1.65562,-1.05188,-0.174877,0.259633,0.877426,-0.136692,0.53545,0.731076,0.523242,0.907278,0.867364,-0.24365,1.2311,1.44029,0.498575,0.498575,-0.703166,-0.465309,0.709149,0.448187,NaN,1.12085,-0.583568,0.31558,0.836829,0.0486628,-2.0636,-1.36342,0.301757,0.752738,1.2311,0.936634,0.0163689,-0.0165238,-0.821705,-1.71685,-1.43377,-0.450727,-0.0332003,0.774136,1.07656,0.955941,0.805758,-0.831586,-0.373699,-0.101519,-0.590951,1.0219,0.836829,0.38312,-0.246132,0.675742,0.653116,0.741938,0.955941,1.03113,-0.394525
